Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
239. Es correcto afirmar que:,1.  Los telómeros son secuencias repetitivas en los extremos del ARNm.,"2.  Sin la acción de la telomerasa, los cromosoy mas aumentarían de longitud en cada división celular.",3.  La telomerasa introduce nucleótidos por una actividad transcriptasa inversa.,4.  La telomerasa presenta una pequeña molécula molde de ADN que forma parte de su estructuy ra.,5.  Las células que se dividen activamente preseny tan bajos niveles de telomerasa.,3,2010
240. El ATP:,1.  Tiene una elevada energía de hidrólisis de fosfato.,2.  Almacena la energía durante mucho tiempo.,3.  Se sintetiza por acción de fosfatasas.,4.  Se sintetiza a partir de AMP y PPi por cesión de PPi desde sustratos fosforilados.,5.  Presenta cargas positivas.,1,2010
241. La DNA polimerasa de procariotas:,1.  Incorpora nucleótidos sobre una cadena prey existente.,2.  Sintetiza sólo la hebra continua del AdN.,3.  Sintetiza pequeños cebadores de ARN.,4.  Incorpora nucleótidos con la misma base que la de la cadena molde.,5.  Es un tipo de ligasa.,1,2010
242. En la acción enzimática:,1.  Las enzimas pueden hacer espontánea una reacción que no lo es.,"2.  Sólo las reacciones no espontáneas están catay lizadas por enzimas, las demás no necesitan de su acción.",3.  Las enzimas quedan alteradas después de la reacción.,4.  Las enzimas aceleran las reacciones sin alterar sus características termodinámicas.,5.  Las enzimas modifican los niveles energéticos de reactivos y productos.,4,2010
243. La DNA polimerasa III y la RNA polimerasa de E. coli  tienen en común:,1.  La actividad correctora de errores.,2.  La necesidad de un cebador.,3.  La dirección de polimerización.,4.  El tipo de monómeros que usan como sustray tos.,5.  El tipo de enlace peptídico que forman.,3,2010
244. Los aminoácidos:,1.  Únicamente tienen protonado el grupo αy amino a pH muy ácido.,2.  Se unen covalentemente por enlaces dosfoy diéster en las proteínas.,3.  Cisteína y metionina contienen azufre.,4.  Nunca forman puentes de hidrógeno en las proteínas.,5.  Únicamente tienen dos grupos funcionales ionizables.,3,2010
245. En relación a interacciones entre cadenas late rales de los aminoácidos:,1.  Met y Ala pueden establecer un puente de hidrógeno.,2.  Lys y Asp pueden establecer una interacción iónica.,3.  Asn y Lys pueden establecer una interacción iónica.,4.  Gly y Gln pueden establecer un puente de hidrógeno.,5.  Met y Cys pueden formar un puente disulfuro.,2,2010
246. El NAD + N +:,1.  Se une covalentemente a enzimas flavíny dependientes.,2.  Se obtiene por transferencia de dos protones al NAD +.,3.  Tiene muy poca tendencia a ceder electrones.,4.  Presenta en su estructura un nucleótido de guanina.,5.  Interviene en reacciones catalizadas por desy hidrogenasas.,0,2010
247. La glucólisis:,1.  Es la única vía que genera ATP en anaerobioy sis.,2.  Es una vía citoplásmica y mitocondrial.,"3.  En su balance global, consume ATP y poder reductor.",4.  Sólo se da en el hígado.,5.  Se inhibe por falta de oxígeno.,0,2010
248. Sobre la fermentación alcohólica es correcto afirmar que:,1.  Su producto es el metanol.,2.  La alcohol deshidrogenasa consume NADH y regenera así NAD +.,3.  El acetaldehído es una molécula más reducida que el etanol.,4.  Es la principal fermentación en el hombre.,5.  Permite obtener energía a partir de la ingesta de alcohol.,2,2010
"249. En eucariotas, todas las siguientes rutas meta bólicas ocurren en el citosol, EXCEPTO la:",1.  Glucogenolisis.,2.  Síntesis de ácidos grasos.,3.  βyoxidación.,4.  Glicolisis.,5.  Ruta de los fosfatos de pentosa.,3,2010
250. Elija la afirmación correcta sobre los fosfogl icéridos o glicerofosfolípidos:,1.  Algunos presentan etanolamina en el grupo de cabeza polar.,2.  Algunos tienen como cabeza polar un disacáy rido.,3.  El más sencillo es la ceramida.,4.  Algunos no presentan ácidos grasos en su estructura.,5.  Su función es el almacenamiento de energía.,1,2010
251. La vitamina D3 activa o calcitriol:,1.  Se sintetiza en la piel.,2.  Su síntesis aumenta por efecto de la calticoniy na.,3.  Aumenta la absorción de calcio en intestino.,4.  Se sintetiza en el hígado.,5.  Estimula la secreción de parathormona (PTH).,3,2010
252. Respecto a las células de neuroglía se puede afirmar que:,1.  Las células de Schwann son propias del sistey ma nervioso central (SNC).,2.  Los astrositos presentan pies perivasculares terminales.,3.  Los oligodendrocitos forman la membrana limitante pialyglial.,"4.  En el SNC, cada oligodendrocito forma la envuelta mielínica de un solo axón.",5.  Los astrositos pueden presentar función may crofágica.,2,2010
253. Los hantavirus pueden causar:,1.  Gastroenteritis.,2.  Hepatitis.,3.  Parotiditis.,4.  Afecciones neurológicas.,5.  Fiebres hemorrágicas.,5,2010
254. Sobre las aminotransferasas se puede afirmar que:,1.  Catalizan reacciones de transferencia de gruy pos ceto y amino.,2.  Catalizan reacciones irreversibles.,3.  Consumen ATP.,4.  Producen poder reductor.,5.  Se encuentran sólo en la mitocondria.,1,2010
255. En el síndrome de hiper8IgM ligado al cromosoma X:,1.  Ocurre hipermutación somática.,2.  Se generan centros germinales.,3.  Se generan linfocitos B de memoria.,4.  Los linfocitos B son defectivos en el enzima Btk.,5.  Los linfocitos Th son defectivos en CD40L.,5,2010
256. Para comparar dos medias de muestras independientes cuando la variable se distribuye normalmente y las muestras tienen varianzas distintas se utiliza el test de:,1.  t de student de dos muestras independientes con n1 + n2 grados de libertad.,2.  t de student de dos muestras independientes con (n1 + n2)y2 grados de libertad.,3.  t de student de dos muestras independientes con (n1 + n2)y1 grados de libertad.,4.  Welch.,5.  U de MannyWhitney.,4,2010
257. Señale cuál de las siguiente fórmulas cromosómicas se refiere a una inversión pericéntrica:,1.  Inv(3)(p25q21).,2.  I(18p).,3.  5qter→5p15.,4.  Inv(9)(p11p21).,5.  Inv(8)(p21.1p22.1).,1,2010
258. ¿Cuál de los siguientes fetos se espera que se a normal?:,"1.  46XY, inv(6)(p12,q14).","2.  47, XX, +13.","3.  46,XY,del (4)(p12yp13).","4.  45,XO.","5.  47,XXY.",1,2010
259. En cada vuelta de la beta oxidación se:,1.  Generan dos moléculas de NADH.,2.  Genera una molécula de FADH2.,3.  Produce una deshidratación.,4.  Consume un acetilyCoA.,5.  Libera ATP.,2,2010
260. Los fragmentos de Okazaki son:,1.  Pequeñas moléculas cebadoras de ARN.,2.  Un dominio de la ADN polimerasa.,3.  Fragmentos de ADN en la hebra retrasada.,4.  El resultado de la acción de las nucleadas.,5.  Un producto de la reparación del ADN.,3,2010
