Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
247. ¿Cuál de las siguientes proteínas estimula la separación de las hebras de DNA durante la replicación?:,1. Primasa.,2. DNA ligasa.,3. Las de unión al DNA de cadena sencilla.,4. Helicasa.,5. DNA polimerasa I.,4,2005
248. ¿Cuál de las siguientes moléculas se ha transcrito y además se traduce?:,1. mRNA.,2. rRNA.,3. Intrones.,4. tRNA.,5. Promotor.,1,2005
"249. Los términos: exones, intrones, nucleosomas e histonas son apropiados para describir:",1. El DNA de una bacteria.,2. Los cromosomas eucarióticos.,3. El RNA mensajero.,4. La replicación del cromosoma bacteriano.,5. La replicación de un virus de RNA.,2,2005
250. Señala la frase correcta:,1. El factor σ reconoce las señales de finalización de la transcripción.,2. La región promotora de un gen se localiza normalmente en su extremo 3’.,3. La RNA polimerasa tienen sistema de corrección de errores.,4. La RNA polimerasa cataliza la eliminación de intrones en el transcito primario.,5. La RNA polimerasa polimeriza en dirección5’→3’.,5,2005
251. Las quinolonas:,1. Son análogos de factores de crecimiento.,2. Inhiben la síntesis de proteínas.,3. Actúan sobre la pared celular.,4. Inhiben la síntesis del lipopolisacárido.,5. Interaccionan con la DNA girasa bacteriana.,5,2005
252. El virus de la hepatitis A pertenece a los:,1. Reovirus.,2. Picornavirus.,3. Ortomixovirus.,4. Adenovirus.,5. Hepadnavirus.,2,2005
253. ¿Qué citoquina induce diferenciación Th1?:,1. TNF-alfa.,2. IFN-alfa.,3. IL-6.,4. IL-12.,5. IL-10.,4,2005
254. Una diferencia entre el músculo esquelético y el cardíaco es:,1. Presencia de discos intercalares en el esquelético.,2. Presencia de discos intercalares en el cardíaco.,3. Ausencia de estriación en el cardíaco.,4. Mitosis frecuentes en el músculo cardíaco.,5. Inervación involuntaria del músculo esquelético.,2,2005
255. El flujo sanguíneo en los pulmones:,1. Es homogéneo.,2. Es mayor en el vértice que en la base.,3. Disminuye con la hipoxia.,4. Es mayor en las zonas peor ventiladas.,5. Está regulado principalmente por el sistema nervioso autónomo.,3,2005
256. El test de Bartlett permite:,1. Comparar medias de muestras.,2. Comparar varianzas.,3. Analizar la relación entre dos variables continuas.,4. Analizar la relación entre dos variables discretas.,5. Comparar medianas.,2,2005
257. La secuenciación del DNA automatizada se basa en el método de:,1. Maxam y Gilbert.,2. Sanger.,3. Southern.,4. Northern.,5. Western.,2,2005
258. El punto eutéctico en criobiología es:,1. El valor de permeabilidad al agua de la zona pelucida.,2. El volumen celular mínimo en deshidratación antes de producir un colapso celular irreversible.,3. La temperatura exacta en la que se completa la congelación dependiente de los componentes de la disolución.,4. La velocidad óptima de congelación de embriones.,5. La máxima expansión del blastocito antes de su eclosión.,3,2005
"259. Si sospechamos la presencia de Cryptococcus neoformans en una muestra de líquido cefalorraquídeo, realizaremos la tinción de:",1. Gram.,2. Zielh-Nielssen.,3. Tinción con Tinta china.,4. Tinción con Esporas.,5. Tinción con Flagelos.,3,2005
260. Fasciola hepática  infecta el gasterópodo que actúa como hospedador intermediario en estado de:,1. Miracidio.,2. Redia.,3. Larva-3.,4. Esporocisto.,5. Metacercaria.,1,2005
