Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
251. Las terminaciones n erviosas preganglionares:,1. Liberan acetilcolina.,2. Son exclusivas del sistema nervioso parasimpático.,3. Liberan noradrenalina.,4. Se originan en el ganglio espinal.,5. Son estimuladas retrógradamente por la neurona postganglionar.,1,2006
252. El coeficiente de sedimentación de las macromoléculas biológicas se expresa en:,1. Unidades S (Svedberg).,2. Torr.,3. Nanómetros.,4. Da (Daltons).,5. Micras.,1,2006
253. Helicobacter pylori es una bacteria:,1. Aerobia estricta.,2. Anaerobia estricta.,3. Microaerófila.,4. Aerobia facultativa.,5. Anaerobia aerotolerante.,3,2006
254. Está íntimamente ligada al receptor del linfocito T:,1. CD80 (B7.1).,2. CD86 (B7.2).,3. CD3.,4. CD28.,5. CD62L.,3,2006
255. Los viriones de los retrovirus poseen:,"1. Varias moléculas de RNA, cada una de las cuales genera una sola proteína específica.",2. Una sola molécula de RNA bicatenario.,3. Dos moléculas de RNA monocatenario idénticas.,4. Una cadena de RNA y otra de DNA apareadas.,5. Una molécula de DNA bicatenario.,3,2006
256. Si el percentil 95 de la talla de los recién nacidos de una determinada población es 55 cm. el:,1. 95% mide más de 55 cm.,2. 5% mide más de 55 cm.,3. 95% mide 55 cm.,4. 5% mide 55 o más cm.,5. 95% mide 55 o más cm.,2,2006
257. Las proteínas G tienen:,1. Estructura tetramérica.,2. Ácido mirístico en la subunidad α.,3. Actividad GTPasa en la subunidad β.,4. Estructura altamente conservada entre tejidos.,5. Una cadena isoprenoide en la subunidad β.,2,2006
258. La heteroplasmia consiste en:,1. Variación en la expresión de un gen.,2. Penetrancia incompleta.,3. Mosaicismo.,4. Manifestación de la pleiotropía.,5. Heterogeneidad del ADN mitocondrial.,5,2006
259. Con respecto a la glicolisis y la gluconeogénesis:,1. No hay ningún intermediario de cinco carbonos.,2. Pueden tener lugar simultáneamente.,3. La regulación conjunta de las dos rutas tiene lugar en los enzimas comunes a ambas.,4. Hexoquinasa fosforila específicamente glucosa.,5. Los intermediarios estan fosforilados para evitar su salida de la mitocondria.,0,2006
260. ¿En qué etapa de la meiosis se encuentran suspendidos los ovocitos primarios?:,1. Profase I.,2. Metafase I.,3. Anafase I.,4. Telofase I.,5. Meiosis II.,1,2006
