Question,Option_1,Option_2,Option_3,Option_4,Option_5,RC,year
249. Sobre la ruta de los fosfatos de pentosa se pu ede afirmar que:,1. Tiene lugar fundamentalmente en el músculo.,2. Éstas se reorganizan para dar hexosas en la fase no oxidativa.,3. Produce desoxirribosa 5xfosfato para la biosínx tesis de DNA.,"4. En la fase oxidativa produce NADPH, impresx cindible para la gluconeogénesis.",5. Las transaldolasas transfieren un carbono de una cetosa a una aldosa.,2,2009
250. En relación con la estructura de los aminoáciñ dos es correcto que:,1. La Asn es un aminoácido básico.,2. La cadena lateral de la Ser puede formar puenx tes de hidrógeno.,3. Todos los aminoácidos tienen cadena lateral ionizable.,4. La cadena lateral de His es aromática.,5. La Lys contiene un grupo amino.,2,2009
251. El reflejo barorreceptor se integra en el:,1. Hipotálamo.,2. Tálamo.,3. Cerebro medio.,4. Bulbo.,5. Encéfalo.,4,2009
252. Son células presentadoras de antígenos:,1. Linfocitos B.,2. Linfocitos T.,3. Células cebadas.,4. Leucocitos polimorfonucleares nentrófilos.,5. Leucocitos basófilos.,1,2009
253. El aciclovir es:,1. Un análogo de la guanosina que carece del grupo –OH en posición 3’.,2. Un análogo del pirofosfato que bloquea la ruptura de los desoxinucleótidos trifosfato.,3. Un inhibidor de la transcriptasa reversa de los retrovirus.,4. Un agente que bloquea específicamente la gemación.,5. Un inhibidor de la fusión de la envoltura viral con la membrana de la célula.,1,2009
254. Existe una vacuna humana frente a:,1. Legionella pneumophila.,2. Pseudomonas aeruginosa.,3. Brucella melitensis.,4. Campylobacter jejuni.,5. Bordetella pertussis.,5,2009
255. La ILñ8:,1. Induce reordenamientos V(D)J.,2. Se comporta como quimiocina.,3. Regula la hematopoyesis.,4. Está implicada en la respuesta inmune especíx fica.,5. Induce proliferación de linfocitos B.,2,2009
256. La expansión en la repetición de nucleótidos CGG del síndrome de X frágil se produce:,1. Siempre en el progenitor masculino.,2. Siempre en la madre.,3. Principalmente en el progenitor masculino.,4. Principalmente en la madre.,5. Con igual probabilidad en ambos progenitores.,4,2009
257. En los hijos de varones afectados con enfermeñ dades dominantes ligadas al cromosoma X habrá:,1. 100% varones afectados.,2. 100% mujeres afectadas.,3. ¼ de hijos varones sanos.,4. ½ de hijas sanas.,5. Varones y mujeres afectados en igual proporx ción.,2,2009
258. Una DNA ligasa:,1. Hace enlaces fosfodiéster.,2. Une ribosa y bases.,3. Une ribosa y grupos fosfato.,4. Recombina el ADN.,5. Repara el ADN.,1,2009
259. La acetilación de las histonas ocurre en:,1. Telómeros.,2. Centrómeros.,3. ADN no codificante.,4. ADN altamente compactado.,5. Dominios funcionales.,5,2009
260. Las bases púricas son:,1. Adenina y timina.,2. Citosina y guanina.,3. Adenina y citosina.,4. Timina y guanina.,5. Adenina y guanina.,5,2009
